site_code,week_start,search_term,search_frequency_rank,clicked_asin_1,click_share_1,conversion_share_1,clicked_asin_2,click_share_2,conversion_share_2,clicked_asin_3,click_share_3,conversion_share_3
amz_us,2026-03-15,shower water filter,33888,B01MUBU0YC,0.2432,0.2000,B0D8RGF49F,0.1149,0.1053,,,
amz_us,2026-03-15,shower filter head,70009,B01MUBU0YC,0.1956,0.1553,B0CL4SVJQ3,0.0538,0.0124,,,
amz_us,2026-03-15,showerhead filter,76012,B01MUBU0YC,0.1886,0.1438,B0CL4SVJQ3,0.0854,0.0458,,,
amz_us,2026-03-15,shower filter for hard water,84257,B01MUBU0YC,0.3307,0.2275,,,,,,
amz_us,2026-03-15,shower head filters,118267,B0D8RGF49F,0.1133,0.0816,B01MUBU0YC,0.1097,0.1224,,,
amz_us,2026-03-15,hard water shower filter,137659,B01MUBU0YC,0.3617,0.2553,,,,,,
amz_us,2026-03-15,aqua bliss shower head filter for hard water,143567,B01MUBU0YC,0.6710,0.4174,,,,,,
amz_us,2026-03-15,shower filters to remove toxic chemicals,167772,B01MUBU0YC,0.2814,0.1486,B0D8RGF49F,0.1608,0.1757,,,
amz_us,2026-03-15,shower filters,174266,B01MUBU0YC,0.2370,0.1408,B0D8RGF49F,0.0625,0.0423,,,
amz_us,2026-03-15,showerhead filters,189627,B01MUBU0YC,0.1808,0.1739,B0D8RGF49F,0.0537,0.0435,,,
amz_us,2026-03-15,canopy shower head filter,198315,B0CJ3G16QZ,0.1740,0.0250,,,,,,
amz_us,2026-03-15,jolie shower filter,277189,B0BM4CX6F2,0.2122,0.0161,,,,,,
amz_us,2026-03-15,hard water shower head,294438,B0CL4SVJQ3,0.0779,0.0256,B0BJDPJNN3,0.0649,0.0513,,,
amz_us,2026-03-15,shower head filtered,341781,B0D14G64QF,0.0850,0.0323,B0CL4SVJQ3,0.0700,0.0968,B0FNWXG9Q7,0.0650,0.0645
amz_us,2026-03-15,showerhead filter for hard water,341781,B01MUBU0YC,0.2250,0.0667,B0D8RGF49F,0.0800,0.0667,,,
amz_us,2026-03-15,aquahomegroup shower filter,351006,B095K84L6H,0.1897,0.1475,,,,,,
amz_us,2026-03-15,aquabliss high output revitalizing shower filter,354700,B01MUBU0YC,0.7668,0.5652,B0CN2L49P5,0.0518,0.0435,,,
amz_us,2026-03-15,shower water filter for hard water,379067,B01MUBU0YC,0.2762,0.1304,B0D8RGF49F,0.1160,0.0652,,,
amz_us,2026-03-15,aqua home group shower filter,394613,B095K84L6H,0.2299,0.1400,,,,,,
amz_us,2026-03-15,shower filter for hair and skin,485379,B01MUBU0YC,0.2394,0.3333,B0CN2L49P5,0.0634,0.0833,,,
amz_us,2026-03-15,shower head filters to remove toxic chemicals,561408,B01MUBU0YC,0.3089,0.1364,B0D8RGF49F,0.1463,0.2273,,,
amz_us,2026-03-15,water shower filter,595888,B01MUBU0YC,0.3190,0.2273,,,,,,
amz_us,2026-03-15,sparkpod shower filter,647147,B0BY2MPRP5,0.1495,0.0500,,,,,,
amz_us,2026-03-15,hard water shower head filter,693256,B01MUBU0YC,0.2800,0.2273,B0CL4SVJQ3,0.0800,0.1364,,,
amz_us,2026-03-15,organic jaguar shower filter,707549,B01MUBU0YC,0.0816,0.0714,,,,,,
amz_us,2026-03-15,weaqua shower filter,789005,B0D8RGF49F,0.2159,0.1471,,,,,,
amz_us,2026-03-15,canopy shower filter,837090,B0CJ3G16QZ,0.3976,0.0000,,,,,,
amz_us,2026-03-15,sproos shower filter,847333,B0FYD79HWQ,0.1829,0.0476,B0DP64CGDV,0.0488,0.0000,,,
amz_us,2026-03-15,weddell duo shower filter,879899,B01MUBU0YC,0.0506,0.1250,,,,,,
amz_us,2026-03-15,korabeauticals aquashield shower filter,927142,B01MUBU0YC,0.5333,0.5000,B0F484VQDZ,0.1067,0.0000,,,
amz_us,2026-03-15,well water shower head filter,966387,B01MUBU0YC,0.2361,0.1538,B0D8RGF49F,0.0972,0.0769,,,
amz_us,2026-03-15,berkey shower filter,980109,B01MUBU0YC,0.1831,0.1250,,,,,,
amz_us,2026-03-15,water softener shower head filter,1023778,B01MUBU0YC,0.3382,0.2222,B0D9ZJVQCD,0.0882,0.0000,,,
amz_us,2026-03-15,portable shower filter for travel,1039175,B01MUBU0YC,0.1642,0.0000,,,,,,
amz_us,2026-03-15,inline shower filter,1039175,B01MUBU0YC,0.3284,0.1765,B0CN2L49P5,0.0896,0.0000,,,
amz_us,2026-03-15,shower head filters for hard water,1054882,B0D8RGF49F,0.1667,0.1818,B01MUBU0YC,0.1212,0.0000,B0CL4SVJQ3,0.0909,0.0909
amz_us,2026-03-15,aqua bliss shower filter,1123530,B01MUBU0YC,0.5968,0.4000,,,,,,
amz_us,2026-03-15,travel shower filter,1142128,B01MUBU0YC,0.1148,0.2000,,,,,,
amz_us,2026-03-15,crystal quest shower filter,1142128,B01MUBU0YC,0.1148,0.0000,,,,,,
amz_us,2026-03-15,shower filter for well water,1161234,B01MUBU0YC,0.2000,0.0000,,,,,,
amz_us,2026-03-15,universal shower filter,1181224,B01MUBU0YC,0.3051,0.2727,,,,,,
amz_us,2026-03-15,fluoride shower filter,1245022,B0D8RGF49F,0.3571,0.6000,,,,,,
amz_us,2026-03-15,kdf shower filter,1267836,B01MUBU0YC,0.2182,0.0000,,,,,,
amz_us,2026-03-15,shower head filter for well water,1267836,B01MUBU0YC,0.2364,0.2857,,,,,,
amz_us,2026-03-15,chlorine shower filter,1341686,B01MUBU0YC,0.3269,0.3125,B0BJDPJNN3,0.0577,0.0000,,,
amz_us,2026-03-15,shower head filter with handheld,1341686,B0CL4SVJQ3,0.1538,0.5000,B0D14G64QF,0.0769,0.0000,B0G4CRQ7WB,0.0769,0.0000
amz_us,2026-03-15,shower filters for hard water,1341686,B01MUBU0YC,0.2692,0.0000,,,,,,
amz_us,2026-03-15,aquabliss high output shower filter,1367879,B01MUBU0YC,0.7059,0.7333,,,,,,
amz_us,2026-03-15,philips shower filter,1367879,B01MUBU0YC,0.1373,0.0000,,,,,,
amz_us,2026-03-15,best shower head filter,1395326,B01MUBU0YC,0.2400,0.2500,B0D14G64QF,0.0800,0.0000,,,
amz_us,2026-03-15,joilee showerhead filter,1453549,B0BM4CX6F2,0.3125,0.0000,,,,,,
amz_us,2026-03-15,sprite slim line 2 shower filter,1484313,B01MUBU0YC,0.0851,0.0000,,,,,,
amz_us,2026-03-15,reverse osmosis shower filter,1484313,B095K84L6H,0.1064,0.0000,,,,,,
amz_us,2026-03-15,aqua earth shower filter,1484313,B01MUBU0YC,0.1277,0.0000,,,,,,
amz_us,2026-03-15,aquabliss shower filter sf500,1516603,B01MUBU0YC,0.1087,0.0000,,,,,,
amz_us,2026-03-15,handheld shower filter,1550003,B0DXN3HHBG,0.1333,0.0000,B0CL4SVJQ3,0.1111,0.0000,B01MUBU0YC,0.0667,0.0000
amz_us,2026-03-15,head shower filter,1584883,B01MUBU0YC,0.1364,0.2500,B0CL4SVJQ3,0.1364,0.0000,,,
amz_us,2026-03-15,"aquabliss high output revitalizing shower filter - reduces dry itchy skin, dandruff, eczema, and dra",1621632,B01MUBU0YC,0.7442,0.7647,B0CN2L49P5,0.0698,0.0000,,,
amz_us,2026-03-15,kdf 55 shower filter,1621632,B01MUBU0YC,0.0930,0.0000,,,,,,
amz_us,2026-03-15,aqua bliss shower filter head,1659579,B01MUBU0YC,0.4762,0.4000,,,,,,
amz_us,2026-03-15,black shower filter,1699601,B0CN2L49P5,0.3171,0.4167,,,,,,
amz_us,2026-03-15,everglow shower filter,1699601,B01MUBU0YC,0.1707,0.2000,,,,,,
amz_us,2026-03-15,shower filter with shower head,1699601,B07Q4MYZNC,0.1220,0.0000,B0CL4SVJQ3,0.0976,0.0000,B01MUBU0YC,0.0732,0.0000
amz_us,2026-03-15,in-line shower filter,1741316,B01MUBU0YC,0.3250,0.1429,,,,,,
amz_us,2026-03-15,red light shower head filter,1784856,B0CZ8YV1ML,0.1282,0.0000,B0DBGMKDX5,0.1026,0.0000,,,
amz_us,2026-03-15,best shower filters for hard water,1784856,B01MUBU0YC,0.2564,0.1667,B095K84L6H,0.1026,0.0000,,,
amz_us,2026-03-15,best shower filter for hair and skin,1830691,B01MUBU0YC,0.3158,0.1667,,,,,,
amz_us,2026-03-15,mdhair shower filter,1878661,B0F484VQDZ,0.4054,0.3333,,,,,,
amz_us,2026-03-15,weaqua heavy duty no bs shower filter,2037923,B0D8RGF49F,0.2647,0.3333,,,,,,
amz_us,2026-03-15,weddel duo shower filter,2037923,B01MUBU0YC,0.0588,0.0000,,,,,,
amz_us,2026-03-15,best shower filter for hard water,2037923,B01MUBU0YC,0.2647,0.5000,B0CN2L49P5,0.0882,0.0000,B0CL4SVJQ3,0.0588,0.0000
amz_us,2026-03-15,shower filter handheld,2037923,B0CL4SVJQ3,0.1765,0.2000,B0DXN3HHBG,0.1176,0.0000,B01MUBU0YC,0.0882,0.0000
amz_us,2026-03-15,shower water filter head,2037923,B01MUBU0YC,0.2647,0.0000,B0BJDPJNN3,0.1176,0.0000,,,
amz_us,2026-03-15,sr sunrise shower filter,2037923,B0CL4SVJQ3,0.1176,0.0000,,,,,,
amz_us,2026-03-15,aquasana premium shower filter,2037923,B01MUBU0YC,0.0882,0.2500,,,,,,
amz_us,2026-03-15,shower filter jolie,2096950,B0BM4CX6F2,0.3636,0.0000,,,,,,
amz_us,2026-03-15,portable shower filter,2096950,B01MUBU0YC,0.1515,0.5000,,,,,,
amz_us,2026-03-15,shower filter black,2096950,B0CN2L49P5,0.2727,0.2778,,,,,,
amz_us,2026-03-15,md hair shower filter,2096950,B0F484VQDZ,0.5152,0.3333,,,,,,
amz_us,2026-03-15,multi-stage shower filter system,2096950,B01MUBU0YC,0.2121,0.1667,B0D8RGF49F,0.1212,0.0000,,,
amz_us,2026-03-15,aquabliss sf220 shower filter,2159444,B01MUBU0YC,0.2500,0.2000,,,,,,
amz_us,2026-03-15,shower filter hard water,2159444,B01MUBU0YC,0.2813,0.0000,,,,,,
amz_us,2026-03-15,kdf activated carbon shower head filters,2225059,B0D8RGF49F,0.1935,0.1667,B01MUBU0YC,0.0968,0.3333,,,
amz_us,2026-03-15,carbon shower head filter,2225059,B095K84L6H,0.1290,0.2000,B01MUBU0YC,0.1290,0.0000,B0CN2L49P5,0.1290,0.0000
amz_us,2026-03-15,best shower filter,2225059,B01MUBU0YC,0.1935,0.2500,B0CN2L49P5,0.0645,0.1250,,,
amz_us,2026-03-15,aquatru shower filter,2225059,B01MUBU0YC,0.1613,0.5000,,,,,,
amz_us,2026-03-15,sprite slim-line shower filter,2294911,B01MUBU0YC,0.1000,0.1667,,,,,,
amz_us,2026-03-15,jolee shower head filter,2294911,B0BM4CX6F2,0.4333,0.0000,,,,,,
amz_us,2026-03-15,￼shower filter,2294911,B01MUBU0YC,0.3667,0.3000,B0BJDPJNN3,0.1000,0.0000,,,
amz_us,2026-03-15,aquacare shower head filter,2294911,B01MUBU0YC,0.1333,0.0000,,,,,,
amz_us,2026-03-15,aqua shower filter,2294911,B01MUBU0YC,0.4000,0.4000,,,,,,
amz_us,2026-03-15,korean shower filter,2368423,B0D9ZJVQCD,0.1379,0.0000,,,,,,
amz_us,2026-03-15,ryamen shower head filter,2446638,B0D9GH4DBD,0.1071,0.0000,,,,,,
amz_us,2026-03-15,shower filter and head,2446638,B0CRHK7MH5,0.1786,0.3333,B0FF1R5G1M,0.1071,0.1667,B095K84L6H,0.0714,0.1667
amz_us,2026-03-15,carbon shower filter,2446638,B01MUBU0YC,0.2500,0.0000,B0D8RGF49F,0.1071,0.0000,,,
amz_us,2026-03-15,drivse showerhead filters,2446638,B0FP1KQD7W,0.1429,0.0000,,,,,,
amz_us,2026-03-15,kdf-55 shower filter,2446638,B01MUBU0YC,0.2500,0.0000,,,,,,
amz_us,2026-03-15,shower filter attachment,2529861,B01MUBU0YC,0.3333,0.3750,B0CN2L49P5,0.0741,0.2500,,,
amz_us,2026-03-15,soft water shower head filter,2618880,B01MUBU0YC,0.3846,0.5000,B0CL4SVJQ3,0.1154,0.0000,B0BJDPJNN3,0.0769,0.0000
amz_us,2026-03-15,chlorine shower head filter,2712785,B01MUBU0YC,0.1600,0.0000,,,,,,
amz_us,2026-03-15,universal shower head filter,2712785,B01MUBU0YC,0.1200,0.0000,,,,,,
amz_us,2026-03-08,shower filter,3268,B01MUBU0YC,0.3202,0.2333,,,,,,
amz_us,2026-03-08,shower head filter,12981,B01MUBU0YC,0.1731,0.1232,B0CL4SVJQ3,0.0601,0.0223,,,
amz_us,2026-03-08,jolie shower head filter,19306,B0BM4CX6F2,0.3862,0.0761,,,,,,
amz_us,2026-03-08,shower filter head for hard water,20726,B01MUBU0YC,0.3283,0.2939,,,,,,
amz_us,2026-03-08,shower head filter for hard water,20985,B01MUBU0YC,0.2087,0.1235,B0CL4SVJQ3,0.0990,0.0398,B0D8RGF49F,0.0627,0.0498
amz_us,2026-03-08,shower water filter,31117,B01MUBU0YC,0.2631,0.1957,B0D8RGF49F,0.0865,0.0724,,,
amz_us,2026-03-08,aquabliss shower filter,31505,B01MUBU0YC,0.5990,0.4004,,,,,,
amz_us,2026-03-08,shower filter head,70922,B01MUBU0YC,0.1877,0.1667,B0CL4SVJQ3,0.0682,0.0362,B0CRHK7MH5,0.0492,0.0145
amz_us,2026-03-08,showerhead filter,72349,B01MUBU0YC,0.2025,0.2346,B0CL4SVJQ3,0.0808,0.0309,,,
amz_us,2026-03-08,shower filter for hard water,73786,B01MUBU0YC,0.3407,0.2234,,,,,,
amz_us,2026-03-08,shower head filters,124023,B01MUBU0YC,0.1285,0.0583,B0D8RGF49F,0.0605,0.0971,,,
amz_us,2026-03-08,aqua bliss shower head filter for hard water,137019,B01MUBU0YC,0.6237,0.4526,,,,,,
amz_us,2026-03-08,hard water shower filter,143411,B01MUBU0YC,0.3688,0.2673,,,,,,
amz_us,2026-03-08,shower filters,173129,B01MUBU0YC,0.2260,0.1446,B0D8RGF49F,0.0701,0.0602,,,
amz_us,2026-03-08,shower filters to remove toxic chemicals,181485,B01MUBU0YC,0.3152,0.1781,B0D8RGF49F,0.1223,0.0959,,,
amz_us,2026-03-08,showerhead filters,182547,B01MUBU0YC,0.1913,0.2031,B0D8RGF49F,0.0765,0.0625,,,
amz_us,2026-03-08,canopy shower head filter,208406,B0CJ3G16QZ,0.1304,0.0549,,,,,,
amz_us,2026-03-08,shower water filter for hard water,297590,B01MUBU0YC,0.3377,0.2264,B0D8RGF49F,0.0702,0.0189,,,
amz_us,2026-03-08,jolie shower filter,325711,B0BM4CX6F2,0.2153,0.0139,,,,,,
amz_us,2026-03-08,aqua home group shower filter,332349,B095K84L6H,0.4049,0.2407,,,,,,
amz_us,2026-03-08,showerhead filter for hard water,339201,B01MUBU0YC,0.2040,0.1800,,,,,,
amz_us,2026-03-08,shower head filtered,339201,B0CL4SVJQ3,0.1095,0.0000,B0D14G64QF,0.0945,0.0270,,,
amz_us,2026-03-08,hard water shower head,342810,B01MUBU0YC,0.0955,0.0000,B095K84L6H,0.0905,0.0370,,,
amz_us,2026-03-08,shower head filter replacement,351987,B01MUBU0YC,0.0773,0.0250,,,,,,
amz_us,2026-03-08,vitamin c shower filter,371673,B01MUBU0YC,0.0815,0.0345,,,,,,
amz_us,2026-03-08,aquahomegroup shower filter,382396,B095K84L6H,0.3687,0.1667,,,,,,
amz_us,2026-03-08,aquabliss high output revitalizing shower filter,420652,B01MUBU0YC,0.7362,0.5577,B0CN2L49P5,0.0491,0.0192,,,
amz_us,2026-03-08,drivse shower head filters,470241,B0DXV88K7K,0.1507,0.0370,,,,,,
amz_us,2026-03-08,shower filter for hair and skin,483640,B01MUBU0YC,0.2958,0.2000,B0CRHK7MH5,0.0493,0.0500,,,
amz_us,2026-03-08,water shower filter,578445,B01MUBU0YC,0.3782,0.3333,,,,,,
amz_us,2026-03-08,shower head filters to remove toxic chemicals,620734,B01MUBU0YC,0.2523,0.1538,B0D8RGF49F,0.0991,0.0769,B095K84L6H,0.0631,0.0000
amz_us,2026-03-08,organic jaguar shower filter,650418,B01MUBU0YC,0.0943,0.1429,,,,,,
amz_us,2026-03-08,hard water shower head filter,676417,B01MUBU0YC,0.2549,0.1250,,,,,,
amz_us,2026-03-08,sparkpod shower filter,742785,B0BY2MPRP5,0.1075,0.0000,,,,,,
amz_us,2026-03-08,shower head filters for hard water,742785,B01MUBU0YC,0.1613,0.2000,B0CL4SVJQ3,0.0753,0.1000,B0D8RGF49F,0.0753,0.0000
amz_us,2026-03-08,canopy shower filter,776514,B0CJ3G16QZ,0.2921,0.3125,,,,,,
amz_us,2026-03-08,weaqua shower filter,776514,B0D8RGF49F,0.3708,0.1905,,,,,,
amz_us,2026-03-08,korabeauticals aquashield shower filter,923788,B01MUBU0YC,0.5333,0.4286,B0F484VQDZ,0.1200,0.0714,,,
amz_us,2026-03-08,inline shower filter,990926,B01MUBU0YC,0.2286,0.1429,,,,,,
amz_us,2026-03-08,sproos shower filter,1005388,B0FYD79HWQ,0.1014,0.0588,B0DP64CGDV,0.0870,0.0000,,,
amz_us,2026-03-08,aqua bliss shower filter,1020381,B01MUBU0YC,0.6324,0.5000,,,,,,
amz_us,2026-03-08,aqua earth shower filter,1051747,B01MUBU0YC,0.1818,0.0526,,,,,,
amz_us,2026-03-08,ion drops shower head filters,1102960,B0FP1KQD7W,0.1429,0.1667,,,,,,
amz_us,2026-03-08,universal shower filter,1140120,B01MUBU0YC,0.2951,0.1250,,,,,,
amz_us,2026-03-08,water softener shower head filter,1159398,B01MUBU0YC,0.3000,0.1250,B0CL4SVJQ3,0.0500,0.0000,,,
amz_us,2026-03-08,berkey shower filter,1179216,B01MUBU0YC,0.1864,0.1429,,,,,,
amz_us,2026-03-08,"aquabliss high output revitalizing shower filter - reduces dry itchy skin, dandruff, eczema, and dra",1199771,B01MUBU0YC,0.7414,0.2857,B0CN2L49P5,0.0517,0.0714,,,
amz_us,2026-03-08,travel shower filter,1199771,B01MUBU0YC,0.1207,0.0000,,,,,,
amz_us,2026-03-08,chlorine shower filter,1243119,B01MUBU0YC,0.3929,0.5000,,,,,,
amz_us,2026-03-08,shower filter for well water,1243119,B01MUBU0YC,0.3214,0.0000,,,,,,
amz_us,2026-03-08,philips shower filter,1243119,B01MUBU0YC,0.1071,0.0000,,,,,,
amz_us,2026-03-08,kdf shower filter,1266057,B01MUBU0YC,0.3273,0.0714,,,,,,
amz_us,2026-03-08,shower head filter for well water,1266057,B01MUBU0YC,0.1636,0.1111,B0D8RGF49F,0.1455,0.0000,,,
amz_us,2026-03-08,well water shower head filter,1266057,B01MUBU0YC,0.2000,0.1429,,,,,,
amz_us,2026-03-08,best shower filter,1340074,B01MUBU0YC,0.3077,0.4000,B095K84L6H,0.0769,0.0000,,,
amz_us,2026-03-08,joilee showerhead filter,1340074,B0BM4CX6F2,0.3846,0.0667,,,,,,
amz_us,2026-03-08,shower filters for hard water,1366604,B01MUBU0YC,0.2353,0.2222,B0CN2L49P5,0.0588,0.0000,,,
amz_us,2026-03-08,shower head filter with handheld,1394142,B0CL4SVJQ3,0.1200,0.2500,B0D14G64QF,0.1200,0.0000,B0F7HH1CT1,0.0800,0.0000
amz_us,2026-03-08,shower filter handheld,1422644,B0F6BPJZLW,0.1429,0.0000,B0CL4SVJQ3,0.1224,0.0000,B0DXN3HHBG,0.1224,0.0000
amz_us,2026-03-08,fluoride shower filter,1452424,B0D8RGF49F,0.4167,0.4286,B01MUBU0YC,0.1042,0.1429,,,
amz_us,2026-03-08,aqua bliss shower filter head,1483016,B01MUBU0YC,0.4255,0.1429,,,,,,
amz_us,2026-03-08,aqua care shower head filter,1583154,B01MUBU0YC,0.0682,0.0000,,,,,,
amz_us,2026-03-08,black shower filter,1583154,B0CN2L49P5,0.3409,0.0833,,,,,,
amz_us,2026-03-08,portable shower filter for travel,1657156,B01MUBU0YC,0.1667,0.0000,,,,,,
amz_us,2026-03-08,watersticks shower filter,1738930,B01MUBU0YC,0.2750,0.0000,,,,,,
amz_us,2026-03-08,handheld shower filter,1738930,B01MUBU0YC,0.1250,0.0000,B0F6BPJZLW,0.0750,0.0000,,,
amz_us,2026-03-08,carbon shower filter,1875591,B01MUBU0YC,0.2703,0.0000,,,,,,
amz_us,2026-03-08,aqua shower filter,1875591,B01MUBU0YC,0.3514,0.3333,,,,,,
amz_us,2026-03-08,best shower head filter,1875591,B095K84L6H,0.2162,0.0000,B01MUBU0YC,0.1892,0.3333,B0CL4SVJQ3,0.0811,0.0000
amz_us,2026-03-08,shower filter hard water,1875591,B01MUBU0YC,0.4324,0.4286,,,,,,
amz_us,2026-03-08,head shower filter,1925683,B01MUBU0YC,0.2500,0.0000,B0D8RGF49F,0.0833,0.0000,B0BJDPJNN3,0.0556,0.1667
amz_us,2026-03-08,20 stage shower filter,1925683,B01MUBU0YC,0.0833,0.0000,,,,,,
amz_us,2026-03-08,shower water filter head,1925683,B01MUBU0YC,0.1944,0.0000,B0CL4SVJQ3,0.1667,0.2500,B095K84L6H,0.0556,0.1250
amz_us,2026-03-08,aquabliss high output shower filter,1978547,B01MUBU0YC,0.7143,0.5556,B0CN2L49P5,0.1143,0.1111,,,
amz_us,2026-03-08,korean shower filter,1978547,B0F528CHYS,0.1143,,,,,,,
amz_us,2026-03-08,handheld shower head filter,1978547,B0CL4SVJQ3,0.2000,0.4000,B0DXN3HHBG,0.0857,0.0000,B01MUBU0YC,0.0571,0.0000
amz_us,2026-03-08,ryamen shower head filter,2034496,B0D9GH4DBD,0.1471,0.0000,,,,,,
amz_us,2026-03-08,jolee shower head filter,2034496,B0BM4CX6F2,0.6176,0.1000,,,,,,
amz_us,2026-03-08,kdf 55 shower filter,2034496,B01MUBU0YC,0.0588,0.0000,,,,,,
amz_us,2026-03-08,best shower filters for hard water,2093038,B01MUBU0YC,0.4545,0.3333,B095K84L6H,0.0606,0.0000,B0CRHK7MH5,0.0606,0.0000
amz_us,2026-03-08,nsf certified shower filters,2093038,B01MUBU0YC,0.1515,0.0000,,,,,,
amz_us,2026-03-08,mdhair shower filter,2220514,B0F484VQDZ,0.4839,0.0000,,,,,,
amz_us,2026-03-08,eskin filtered shower head filter,2220514,B0DBGMKDX5,0.2258,0.0000,,,,,,
amz_us,2026-03-08,shower filter jolie,2220514,B0BM4CX6F2,0.5484,0.2500,B01MUBU0YC,0.0645,0.0000,,,
amz_us,2026-03-08,inline shower head filters replaceable cartridge,2220514,B01MUBU0YC,0.2903,0.1000,B0D8RGF49F,0.1935,0.1000,,,
amz_us,2026-03-08,cobbe shower head filter,2289789,B0BJDPJNN3,0.1667,0.0000,,,,,,
amz_us,2026-03-08,reverse osmosis shower filter,2289789,B01MUBU0YC,0.1667,0.0000,B0D8RGF49F,0.1000,0.0000,,,
amz_us,2026-03-08,portable shower filter,2289789,B01MUBU0YC,0.1000,0.0000,,,,,,
amz_us,2026-03-08,best shower filter for hard water,2363776,B01MUBU0YC,0.2069,0.2500,B0CL4SVJQ3,0.1034,0.0000,,,
amz_us,2026-03-08,aquabliss sf220 shower filter,2363776,B01MUBU0YC,0.4138,0.3750,,,,,,
amz_us,2026-03-08,￼shower filter,2363776,B01MUBU0YC,0.2069,0.2000,B0D8RGF49F,0.1379,0.4000,,,
amz_us,2026-03-08,best shower filter for hair and skin,2441217,B01MUBU0YC,0.2143,0.2500,B0F484VQDZ,0.1071,0.2500,,,
amz_us,2026-03-08,md hair shower filter,2441217,B0F484VQDZ,0.4643,0.4000,,,,,,
amz_us,2026-03-08,vitamin c shower head filters,2441217,B095K84L6H,0.3214,0.5000,,,,,,
amz_us,2026-03-08,shower water filters,2441217,B0D8RGF49F,0.2143,0.0000,B01MUBU0YC,0.1071,0.0000,,,
amz_us,2026-03-08,weaqua heavy duty no bs shower filter,2524571,B0D8RGF49F,0.2593,0.1818,,,,,,
amz_us,2026-03-08,highest rated shower filter,2524571,B01MUBU0YC,0.3333,0.3333,B095K84L6H,0.2593,0.0000,B0BY2MPRP5,0.0741,0.0000
amz_us,2026-03-08,kdf activated carbon shower head filters,2524571,B01MUBU0YC,0.1111,0.1111,,,,,,
amz_us,2026-03-08,shower filter with shower head,2613076,B07Q4MYZNC,0.2308,0.2000,B095K84L6H,0.1154,0.0000,B0CL4SVJQ3,0.1154,0.0000
amz_us,2026-03-08,15 stage shower filter,2613076,B01MUBU0YC,0.1154,0.0000,,,,,,
amz_us,2026-03-08,shower filter black,2707577,B0CN2L49P5,0.2400,0.0000,,,,,,
amz_us,2026-03-08,multi-stage shower filter system,2707577,B01MUBU0YC,0.3600,0.2500,B0D8RGF49F,0.1600,0.0000,,,
amz_us,2026-03-08,sprite high output shower filter,2707577,B01MUBU0YC,0.1600,0.2000,B0CN2L49P5,0.1200,0.2000,,,
amz_us,2026-03-08,carbon shower head filter,2707577,B0D8RGF49F,0.3600,0.2500,B095K84L6H,0.1200,0.0000,B01MUBU0YC,0.0800,0.1250
amz_us,2026-03-01,shower filter,3009,B01MUBU0YC,0.3135,0.2340,,,,,,
amz_us,2026-03-01,shower head filter,11104,B01MUBU0YC,0.1847,0.1582,B0CL4SVJQ3,0.0550,0.0237,B0D8RGF49F,0.0459,0.0349
amz_us,2026-03-01,shower head filter for hard water,18205,B01MUBU0YC,0.2061,0.1725,B0CL4SVJQ3,0.0899,0.0265,,,
amz_us,2026-03-01,shower filter head for hard water,20356,B01MUBU0YC,0.3109,0.2345,,,,,,
amz_us,2026-03-01,jolie shower head filter,20969,B0BM4CX6F2,0.3566,0.0601,,,,,,
amz_us,2026-03-01,shower water filter,30205,B01MUBU0YC,0.2519,0.1718,B0D8RGF49F,0.0713,0.0615,,,
amz_us,2026-03-01,aquabliss shower filter,33142,B01MUBU0YC,0.5922,0.4197,,,,,,
amz_us,2026-03-01,shower filter for hard water,60785,B01MUBU0YC,0.3217,0.2222,,,,,,
amz_us,2026-03-01,shower filter head,65491,B01MUBU0YC,0.1867,0.1842,B0CL4SVJQ3,0.0605,0.0263,,,
amz_us,2026-03-01,showerhead filter,66788,B01MUBU0YC,0.2134,0.1139,,,,,,
amz_us,2026-03-01,shower head filters,109145,B01MUBU0YC,0.1493,0.1000,B0D8RGF49F,0.0755,0.0462,,,
amz_us,2026-03-01,hard water shower filter,144234,B01MUBU0YC,0.3545,0.2967,,,,,,
amz_us,2026-03-01,filter baby shower filter,149346,B01MUBU0YC,0.0656,0.0526,,,,,,
amz_us,2026-03-01,aqua bliss shower head filter for hard water,153359,B01MUBU0YC,0.5522,0.4286,,,,,,
amz_us,2026-03-01,showerhead filters,165056,B01MUBU0YC,0.2413,0.2308,,,,,,
amz_us,2026-03-01,shower filters,168099,B01MUBU0YC,0.1949,0.1190,B0D8RGF49F,0.0861,0.1071,,,
amz_us,2026-03-01,shower filters to remove toxic chemicals,173120,B01MUBU0YC,0.2865,0.1375,B0D8RGF49F,0.1120,0.0125,,,
amz_us,2026-03-01,shower head filtered,215629,B0CL4SVJQ3,0.1093,0.1154,B0D14G64QF,0.0932,0.0192,,,
amz_us,2026-03-01,canopy shower head filter,224524,B0CJ3G16QZ,0.1338,0.0317,,,,,,
amz_us,2026-03-01,jolie shower filter,268006,B0BM4CX6F2,0.1349,0.0247,,,,,,
amz_us,2026-03-01,showerhead filter for hard water,293301,B01MUBU0YC,0.2208,0.1915,B0D8RGF49F,0.0779,0.0851,,,
amz_us,2026-03-01,afina shower head filter,312799,B0D9ZJVQCD,0.0691,0.0000,,,,,,
amz_us,2026-03-01,hard water shower head,333332,B01MUBU0YC,0.0784,0.1026,B0CL4SVJQ3,0.0686,0.0256,,,
amz_us,2026-03-01,vitamin c shower filter,334991,B01MUBU0YC,0.1034,0.0000,,,,,,
